,actual,pred
256,2301.0,13774.306
257,1139.0,13557.33
258,2302.0,13096.819
259,1787.0,12194.058
260,6038.0,11418.511
261,9109.0,10752.566
262,13093.999999999998,9919.563
263,8559.0,9252.84
264,5111.0,7869.526
265,2488.0,6428.3213
266,2427.0,5390.036
267,2893.0,4217.424
268,5519.0,3177.6174
269,3580.0000000000005,2380.1865
270,3258.0,1205.5583
271,1680.0,731.8885
272,2183.0,479.9782
273,1662.9999999999998,234.97981
274,1864.0000000000002,81.60361
275,874.0,463.86838
276,0.0,545.6246
277,0.0,524.10077
278,0.0,781.8691
279,1996.0,1224.7548
280,2276.0,1445.9855
281,1518.0,1510.0967
282,3664.0,2058.3591
283,2391.0,2418.9226
284,1584.9999999999998,2516.2856
285,1165.0,2917.3494
286,1714.0000000000002,3254.194
287,2084.0,3526.2368
288,4621.0,3697.5806
289,4406.0,3856.8328
290,3110.0,4703.214
291,6377.0,4995.5283
292,2543.0,5613.8994
293,1534.0,6055.089
294,1758.0,6326.403
295,3312.0,6871.48
296,4147.0,7415.3945
297,5007.0,7937.754
298,5547.0,8607.918
299,5572.0,9049.896
300,5603.0,9638.599
301,3052.0,10005.831
302,2035.0,10745.238
303,2290.0,11064.738
304,1853.9999999999998,11540.591
305,2034.0,11944.1045
306,1369.0,12780.351
307,3155.0000000000005,13166.037
308,3960.0,13567.524
309,3208.9999999999995,13795.883
310,4741.0,13877.16
311,2301.0,13824.688
312,1139.0,13492.534
313,2302.0,13189.725
314,1787.0,12646.114
315,6038.0,11683.506
316,9109.0,10872.569
317,13093.999999999998,10201.933
318,8559.0,9368.041
319,5111.0,8723.524
320,2488.0,7379.2676
321,2427.0,6005.3906
322,2893.0,5033.8135
323,5519.0,3892.3164
324,3580.0000000000005,2918.7656
325,3258.0,2192.1653
326,1680.0,1095.9021
327,2183.0,684.64087
328,1662.9999999999998,476.32123
329,1864.0000000000002,283.1933
330,874.0,192.23131
331,0.0,609.03217
332,0.0,722.1887
333,0.0,709.0474
334,1996.0,1011.73413
335,2088.0,1479.1937
336,1518.0,1752.0194
337,3664.0,1830.5588
338,2391.0,2400.3857
339,1584.9999999999998,2769.5994
340,1165.0,2883.035
341,1714.0000000000002,3270.178
342,2084.0,3603.1711
343,4621.0,3847.2314
344,4406.0,3995.3176
345,3110.0,4147.5576
346,6377.0,4971.9375
347,2543.0,5282.832
348,1534.0,5842.7407
349,1758.0,6272.59
350,3312.0,6524.7954
351,4147.0,7061.256
352,5007.0,7617.6123
353,5547.0,8136.003
354,5572.0,8823.8545
355,5603.0,9274.505
356,3052.0,9889.91
357,2035.0,10274.891
358,2290.0,11043.787
359,1853.9999999999998,11369.548
360,2034.0,11831.572
361,1369.0,12171.766
362,3155.0000000000005,12921.12
363,3960.0,13229.198
364,3208.9999999999995,13520.821
365,4741.0,13593.114
366,2301.0,13534.125
367,1139.0,13351.08
368,2302.0,12888.473
369,1787.0,12477.221
370,6038.0,11827.841
371,9109.0,10788.239
372,13093.999999999998,9925.358
373,8559.0,9222.416
374,5111.0,8375.857
375,2488.0,7750.1147
376,2427.0,6465.563
377,2893.0,5199.1655
378,5519.0,4331.971
379,3580.0000000000005,3286.1013
380,3258.0,2430.1016
381,1680.0,1829.3656
382,2183.0,883.3746
383,1662.9999999999998,560.0466
384,1864.0000000000002,430.1003
385,874.0,310.67883
386,0.0,290.9134
387,0.0,733.306
388,0.0,887.21765
389,1996.0,874.41077
390,2088.0,1206.68
391,2398.0,1680.5176
392,3664.0,2296.2144
393,2391.0,2432.6912
394,1584.9999999999998,3042.9807
395,1165.0,3430.0078
396,1714.0000000000002,3549.6223
397,2084.0,3906.6914
398,4621.0,4168.4365
399,4406.0,4296.933
400,3110.0,4354.4233
401,6377.0,4429.2266
402,2543.0,5192.019
403,1534.0,5513.6377
404,1758.0,6031.03
405,3312.0,6473.49
406,4147.0,6733.427
407,5007.0,7298.104
408,5547.0,7891.005
409,5572.0,8422.709
410,5603.0,9126.883
411,3052.0,9567.712
412,2035.0,10188.622
413,2290.0,10548.727
414,1853.9999999999998,11319.264
415,2034.0,11623.114
416,1369.0,12049.387
417,3155.0000000000005,12316.384
418,3960.0,12998.632
419,3208.9999999999995,13226.378
420,4741.0,13419.994
421,2301.0,13335.281
422,1139.0,13139.128
423,2302.0,12828.362
424,1787.0,12264.156
425,6038.0,11756.147
426,9109.0,11021.779
427,13093.999999999998,9930.208
428,8559.0,9002.253
429,5111.0,8272.238
430,2488.0,7418.8496
431,2427.0,6798.9185
432,2893.0,5575.1216
433,5519.0,4424.2134
434,3580.0000000000005,3670.6765
435,3258.0,2724.7297
436,1680.0,1990.7607
437,2183.0,1519.3694
438,1662.9999999999998,720.92975
439,1864.0000000000002,469.2583
440,874.0,387.1699
441,0.0,315.65506
442,0.0,342.95627
443,0.0,783.7388
444,1996.0,948.0533
445,2088.0,928.17053
446,2398.0,1295.8953
447,2344.0,1801.8267
448,2391.0,2837.0955
449,1584.9999999999998,3032.604
450,1165.0,3685.1826
451,1714.0000000000002,4103.5415
452,2084.0,4277.4917
453,4621.0,4628.086
454,4406.0,4856.345
455,3110.0,4904.4263
456,6377.0,4884.3486
457,2543.0,4887.3657
458,1534.0,5547.749
459,1758.0,5854.279
460,3312.0,6279.221
461,4147.0,6683.2725
462,5007.0,6906.917
463,5547.0,7445.4688
464,5572.0,8028.287
465,5603.0,8532.64
466,3052.0,9206.091
467,2035.0,9592.53
468,2290.0,10160.252
469,1853.9999999999998,10472.995
470,2034.0,11198.217
471,1369.0,11448.086
472,3155.0000000000005,11828.428
473,3960.0,12034.169
474,3208.9999999999995,12661.512
475,4741.0,12831.281
476,2301.0,12976.552
477,1139.0,12773.25
478,2302.0,12477.933
479,1787.0,12070.003
480,6038.0,11431.069
481,9109.0,10843.732
482,13093.999999999998,10039.092
483,8559.0,8906.37
484,5111.0,7926.882
485,2488.0,7184.4326
486,2427.0,6340.3833
487,2893.0,5741.322
488,5519.0,4601.401
489,3580.0000000000005,3587.9104
490,3258.0,2954.756
491,1680.0,2123.781
492,2183.0,1519.3572
493,1662.9999999999998,1181.5249
494,1864.0000000000002,543.1495
495,874.0,377.3413
496,0.0,363.91412
497,0.0,347.6232
498,0.0,435.39023
499,1996.0,872.0606
500,2088.0,1040.3463
501,2398.0,1006.54
502,2344.0,1383.6396
503,2967.0,1890.6912
504,1584.9999999999998,3271.3838
505,1165.0,3509.6252
506,1714.0000000000002,4202.431
507,2084.0,4654.277
508,4621.0,4882.2925
509,4406.0,5240.628
510,3110.0,5458.9595
511,6377.0,5445.0884
512,2543.0,5372.3105
513,1534.0,5337.912
514,1758.0,5931.332
515,3312.0,6258.5996
516,4147.0,6617.4834
517,5007.0,7017.6665
518,5547.0,7232.5083
519,5572.0,7776.5156
